代码,名称,暂停申购起始日,恢复申购日期,单日申购上限(万元),暂停申购天数,暂停申购原因,投资类型,基金成立年限,去年净值增长率,同类平均收益率,"同类基金区间收益排名
","同类基金区间收益排名(百分比)
","报告期净值增长率
[报告期]去年年报
过去1年
","报告期业绩比较基准增长率
","报告期净值增长率减基准增长率
","报告期净值增长率标准差减基准标准差
",基金规模2020,基金规模2018,基金规模2019,基金规模排名
501017.OF,国泰融丰外延增长灵活配置混合(LOF),暂停大额申购,2019-06-27,——,2020-02-21,——,100.0000,——,2019-06-27,——,保护基金份额持有人利益,偏股混合型基金,国泰基金管理有限公司,,,,,,,
501018.OF,南方原油(QDII-FOF-LOF)A,暂停大额申购,2020-02-18,——,2020-03-11,——,0.2000,——,2020-02-18,——,保护基金份额持有人的利益,QDII,南方基金管理股份有限公司,,,,,,,
501027.OF,国泰融信灵活配置混合(LOF),暂停大额申购,2019-07-24,——,2019-07-24,——,5.0000,——,2019-07-24,——,保护基金份额持有人利益,偏股混合型基金,国泰基金管理有限公司,,,,,,,
501060.OF,中金中证优选300指数(LOF)A,暂停大额申购,2019-10-30,——,2019-10-30,——,500.0000,——,2019-10-30,——,为保护中金中证优选300指数证券投资基金(LOF)份额持有人的利益,被动指数型基金,中金基金管理有限公司,,,,,,,
501061.OF,中金中证优选300指数(LOF)C,暂停大额申购,2019-10-30,——,2019-10-30,——,500.0000,——,2019-10-30,——,为保护中金中证优选300指数证券投资基金(LOF)份额持有人的利益,被动指数型基金,中金基金管理有限公司,,,,,,,
501069.OF,华宝标普中国A股质量价值指数(LOF),暂停大额申购,2020-03-09,——,2020-03-09,——,"1,000.0000",——,2020-03-05,——,为保护基金份额持有人利益,被动指数型基金,华宝基金管理有限公司,,,,,,,
501100.OF,博时安康定开债(LOF),暂停大额申购,2020-03-10,——,2020-03-10,——,5.0000,——,2020-03-04,——,为保护基金份额持有人利益,长期纯债型基金,博时基金管理有限公司,,,,,,,
501106.OF,广发中证10年期国开债(LOF)A,暂停大额申购,2020-02-10,——,2020-02-10,——,0.1000,——,2020-02-07,——,保护现有基金份额持有人利益,长期纯债型基金,广发基金管理有限公司,,,,,,,
501300.OF,海富通全球美元收益债券人民币(QDII-LOF),暂停大额申购,2018-07-16,——,2020-03-31,——,1.0000,——,2018-07-12,——,为满足广大投资者的需求,QDII,海富通基金管理有限公司,,,,,,,
502000.OF,西部利得中证500指数增强(LOF)A,暂停大额申购,2019-02-20,——,2019-04-25,——,500.0000,——,2019-02-20,——,保护基金份额持有人利益,增强指数型基金,西部利得基金管理有限公司,,,,,,,
502003.OF,易方达军工分级,暂停大额申购,2019-07-01,——,2019-07-26,——,0.0100,——,2019-06-29,——,"为了基金的平稳运作,保护基金份额持有人利益",被动指数型基金,易方达基金管理有限公司,,,,,,,
502006.OF,易方达国企改革指数分级,暂停大额申购,2019-07-01,——,2019-07-26,——,0.0100,——,2019-06-29,——,"为了基金的平稳运作,保护基金份额持有人利益",被动指数型基金,易方达基金管理有限公司,,,,,,,
502010.OF,易方达证券公司分级,暂停大额申购,2019-07-01,——,2019-07-26,——,0.0100,——,2019-06-29,——,"为了基金的平稳运作,保护基金份额持有人利益",被动指数型基金,易方达基金管理有限公司,,,,,,,
502013.OF,长盛中证申万一带一路分级,暂停大额申购,2019-03-11,——,2019-03-11,——,0.1000,——,2019-03-09,——,为保障持有人利益,被动指数型基金,长盛基金管理有限公司,,,,,,,
502036.OF,大成中证互联网金融指数分级,暂停大额申购,2019-02-27,——,2019-02-27,——,0.0100,——,2019-02-27,——,"为了保证基金的平稳运作,维护基金份额持有人利益。",被动指数型基金,大成基金管理有限公司,,,,,,,
502048.OF,易方达上证50指数分级,暂停大额申购,2019-07-01,——,2019-07-26,——,0.0100,——,2019-06-29,——,"为了基金的平稳运作, 保护基金份额 持有人利益。",被动指数型基金,易方达基金管理有限公司,,,,,,,
502053.OF,长盛中证证券公司分级,暂停大额申购,2019-02-27,——,2019-02-27,——,0.1000,——,2019-02-27,——,为保护长盛中证全指证券公司指数分级证券投资,被动指数型基金,长盛基金管理有限公司,,,,,,,
502056.OF,广发医疗指数分级,暂停大额申购,2019-02-21,——,2019-03-05,——,0.0100,——,2019-02-21,——,为保障基金的平稳运作、保护现有基金份额持有人利益,被动指数型基金,广发基金管理有限公司,,,,,,,
511600.OF,华安日日鑫货币H,暂停大额申购,2017-12-28,——,2018-04-18,——,500.0000,——,2017-12-25,——,"为了保证基金的平稳运作,保护基金持有人利益。本基金管理人决定自2017年12月28日起暂停华安日日鑫货币市场基金的大额申购、大额转换转入及大额定期定额投资业务。 ",货币式基金,华安基金管理有限公司,,,,,,,
511670.OF,华泰紫金天天金交易型货币A,暂停大额申购,2018-09-18,——,2018-09-18,——,100.0000,——,2018-09-18,——,为最大限度保护现有基金份额持有人利益,货币式基金,华泰证券(上海)资产管理有限公司,,,,,,,
511910.OF,融通易支付货币E,暂停大额申购,2018-07-05,——,2018-09-10,——,200.0000,——,2018-07-05,——,"保证基金资产的平稳运作,保障基金份额持有人利益",货币式基金,融通基金管理有限公司,,,,,,,
511930.OF,中融日盈A,暂停大额申购,2018-09-25,——,2018-09-25,——,"2,000.0000",——,2018-09-22,——,"保护基金投资人利益,保持基金的平稳运行。",货币式基金,中融基金管理有限公司,,,,,,,
519017.OF,大成积极成长混合,暂停大额申购,2019-12-30,——,2019-12-30,——,"1,000.0000",——,2019-12-30,——,"为了维护基金份额持有人利益,保障基金的平稳运作",偏股混合型基金,大成基金管理有限公司,,,,,,,
519019.OF,大成景阳领先混合,暂停大额申购,2020-01-13,——,2020-01-13,——,"1,000.0000",——,2020-01-10,——,"为了维护基金份额持有人利益,保障基金的平稳运作",偏股混合型基金,大成基金管理有限公司,,,,,,,
519023.OF,海富通稳健添利债券C,暂停大额申购,2009-07-31,——,2017-12-01,——,"1,000.0000",——,2009-07-30,——,"[2009.07.30]2009年7月31日起,单日单个基金账户合计申购本基金A类份额或C类份额的金额分别不应超过50万元。
  如单日单个基金账户单笔申购本基金A类份额或C类份额的金额超过50万元(不含)的,本基金有权予以拒绝;如单日单个基金账户多笔合计申购本基金A类份额或C类份额的金额超过50万元(不含)的,则对该基金账户下本基金相应类别份额的申购申请按照申请金额从大到小排序,逐笔累加至符合不超过50万元限额的申购申请将确认成功,对其余 的申购申请,本基金有权予以拒绝。",混合债券型基金（一级）,海富通基金管理有限公司,,,,,,,
519024.OF,海富通稳健添利债券A,暂停大额申购,2009-07-31,——,2017-12-01,——,"1,000.0000",——,2009-07-30,——,"[2009.07.30]2009年7月31日起,单日单个基金账户合计申购本基金A类份额或C类份额的金额分别不应超过50万元。
  如单日单个基金账户单笔申购本基金A类份额或C类份额的金额超过50万元(不含)的,本基金有权予以拒绝;如单日单个基金账户多笔合计申购本基金A类份额或C类份额的金额超过50万元(不含)的,则对该基金账户下本基金相应类别份额的申购申请按照申请金额从大到小排序,逐笔累加至符合不超过50万元限额的申购申请将确认成功,对其余 的申购申请,本基金有权予以拒绝。",混合债券型基金（一级）,海富通基金管理有限公司,,,,,,,
519050.OF,海富通安颐收益混合A,暂停大额申购,2019-06-28,——,2019-06-28,——,10.0000,——,2019-06-27,——,"保障基金份额持有人利益,兼顾基金资产的有效运作。",平衡混合型基金,海富通基金管理有限公司,,,,,,,
519060.OF,海富通纯债债券C,暂停大额申购,2018-08-08,——,2018-08-08,——,100.0000,——,2018-08-08,——,"自2018年8月8日起,本基金管理人将限制本基金申购及转换转入金额,即单日单个基金账户累计申购及转换转入本基金A类或C类的金额均不得超过100万元,对于超过限额的申请,本基金管理人有权予以拒绝。",长期纯债型基金,海富通基金管理有限公司,,,,,,,
519061.OF,海富通纯债债券A,暂停大额申购,2018-08-08,——,2018-08-08,——,100.0000,——,2018-08-08,——,"自2018年8月8日起,本基金管理人将限制本基金申购及转换转入金额,即单日单个基金账户累计申购及转换转入本基金A类或C类的金额均不得超过100万元,对于超过限额的申请,本基金管理人有权予以拒绝。",长期纯债型基金,海富通基金管理有限公司,,,,,,,
519099.OF,新华灵活主题混合,暂停大额申购,2019-08-23,——,2019-08-23,——,1.0000,——,2019-08-23,——,"为保证新华灵活主题混合型证券投资基金的稳定运作,保护基金份额持有人利益,以及根据《新华灵活主题混合型证券投资基金基金合同》的相关规定,新华基金管理股份有限公司决定于2019年8月23日起限制新华灵活主题混合型证券投资基金的大额申购(含定期定额投资及转换转入)业务。",偏股混合型基金,新华基金管理股份有限公司,,,,,,,
519137.OF,海富通瑞福债券,暂停大额申购,2019-12-13,——,2019-12-13,——,0.1000,——,2019-12-12,——,"为了维护基金份额持有人利益,保障基金平稳运作",长期纯债型基金,海富通基金管理有限公司,,,,,,,
519175.OF,浦银安盛经济带崛起混合A,暂停大额申购,2019-12-09,——,2019-12-09,——,500.0000,——,2019-12-06,——,"保护现有基金份额持有人的利益,加强基金投资运作的稳定性。",偏股混合型基金,浦银安盛基金管理有限公司,,,,,,,
519220.OF,海富通聚利债券,暂停大额申购,2016-11-02,——,2016-11-02,——,1.0000,——,2016-10-31,——,为保护基金份额持有人利益,长期纯债型基金,海富通基金管理有限公司,,,,,,,
519221.OF,海富通欣益混合C,暂停大额申购,2019-06-04,——,2019-08-06,——,10.0000,——,2019-06-04,——,为保护基金份额持有人利益,偏股混合型基金,海富通基金管理有限公司,,,,,,,
519222.OF,海富通欣益混合A,暂停大额申购,2019-06-04,——,2019-08-06,——,10.0000,——,2019-06-04,——,为保护基金份额持有人利益,偏股混合型基金,海富通基金管理有限公司,,,,,,,
519223.OF,海富通欣荣混合C,暂停大额申购,2016-11-18,——,2016-11-18,——,1.0000,——,2016-11-15,——,为保护基金份额持有人利益,偏股混合型基金,海富通基金管理有限公司,,,,,,,
519224.OF,海富通欣荣混合A,暂停大额申购,2016-11-18,——,2016-11-18,——,1.0000,——,2016-11-15,——,为保护基金份额持有人利益,偏股混合型基金,海富通基金管理有限公司,,,,,,,
519225.OF,海富通集利债券,暂停大额申购,2016-11-17,——,2016-11-17,——,1.0000,——,2016-11-15,——,为保护基金份额持有人利益,长期纯债型基金,海富通基金管理有限公司,,,,,,,
519228.OF,海富通欣享混合C,暂停大额申购,2017-06-09,——,2017-06-09,——,10.0000,——,2017-06-06,——,为保护基金份额持有人利益,偏股混合型基金,海富通基金管理有限公司,,,,,,,
519229.OF,海富通欣享混合A,暂停大额申购,2017-06-09,——,2017-06-09,——,10.0000,——,2017-06-06,——,为保护基金份额持有人利益,偏股混合型基金,海富通基金管理有限公司,,,,,,,
519322.OF,浦银安盛盛元定开债A,暂停大额申购,2016-09-08,——,2019-05-16,——,"10,000.0000",——,2016-09-07,——,"保护现有基金份额持有人的利益,加强基金投资运作的稳定性。",长期纯债型基金,浦银安盛基金管理有限公司,,,,,,,
519323.OF,浦银安盛盛元定开债C,暂停大额申购,2016-09-08,——,2019-05-16,——,"10,000.0000",——,2016-09-07,——,"保护现有基金份额持有人的利益,加强基金投资运作的稳定性。",长期纯债型基金,浦银安盛基金管理有限公司,,,,,,,
519332.OF,浦银安盛盛达纯债债券A,暂停大额申购,2017-03-13,——,2017-03-13,——,1.0000,——,2017-03-11,——,"保护现有基金份额持有人的利益,加强基金投资运作的稳定性。",长期纯债型基金,浦银安盛基金管理有限公司,,,,,,,
519333.OF,浦银安盛盛达纯债债券C,暂停大额申购,2017-03-13,——,2017-03-13,——,1.0000,——,2017-03-11,——,"保护现有基金份额持有人的利益,加强基金投资运作的稳定性。",长期纯债型基金,浦银安盛基金管理有限公司,,,,,,,
519501.OF,万家货币R,暂停大额申购,2018-05-14,——,2019-07-01,——,"1,000.0000",——,2018-05-12,——,"为满足投资需求,保护现有基金份额持有人利益。",货币式基金,万家基金管理有限公司,,,,,,,
519505.OF,海富通货币A,暂停大额申购,2011-07-01,——,2019-08-02,——,"5,000.0000",——,2011-06-28,——,"决定自2008年9月10日起,对本基金的申购、转换转入业务进行限制,具体规定如下:
  1、单日每个基金账户的累计申购、转换转入金额应不超过3000万元。如单日单个基金账户累计申购、转换转入金额超过3000万元的,本基金有权予以拒绝;
  2、单个基金账户持有本基金份额的余额应不超过5000万份。如单个基金账户持有本基金份额的余额已接近或超过5000万份的,对其后续提交的申购或转换转入申请,本基金有权予以拒绝。",货币式基金,海富通基金管理有限公司,,,,,,,
519506.OF,海富通货币B,暂停大额申购,2011-07-01,——,2019-08-02,——,"5,000.0000",——,2011-06-28,——,"决定自2008年9月10日起,对本基金的申购、转换转入业务进行限制,具体规定如下:
  1、单日每个基金账户的累计申购、转换转入金额应不超过3000万元。如单日单个基金账户累计申购、转换转入金额超过3000万元的,本基金有权予以拒绝;
  2、单个基金账户持有本基金份额的余额应不超过5000万份。如单个基金账户持有本基金份额的余额已接近或超过5000万份的,对其后续提交的申购或转换转入申请,本基金有权予以拒绝。",货币式基金,海富通基金管理有限公司,,,,,,,
519507.OF,万家货币B,暂停大额申购,2018-04-11,——,2019-07-01,——,"1,000.0000",——,2018-04-11,——,"保护现有基金份额持有人的利益,加强基金投资运作的稳定性。",货币式基金,万家基金管理有限公司,,,,,,,
519508.OF,万家货币A,暂停大额申购,2018-05-14,——,2019-07-01,——,"1,000.0000",——,2018-05-12,——,"为满足投资需求,保护现有基金份额持有人利益。",货币式基金,万家基金管理有限公司,,,,,,,
519509.OF,浦银安盛货币A,暂停大额申购,2018-04-11,——,2020-04-08,——,100.0000,——,2018-04-11,——,"保护现有基金份额持有人的利益,加强基金投资运作的稳定性。",货币式基金,浦银安盛基金管理有限公司,,,,,,,
519510.OF,浦银安盛货币B,暂停大额申购,2017-10-10,——,2020-04-08,——,100.0000,——,2017-09-30,——,"保护现有基金份额持有人的利益,加强基金投资运作的稳定性。",货币式基金,浦银安盛基金管理有限公司,,,,,,,
519511.OF,万家日日薪货币A,暂停大额申购,2018-04-19,——,2019-01-09,——,300.0000,——,2018-03-30,——,"为了保证基金的平稳运作,保护基金份额持有人的利益。",货币式基金,万家基金管理有限公司,,,,,,,
519512.OF,万家日日薪货币B,暂停大额申购,2018-04-19,——,2019-01-09,——,300.0000,——,2018-03-30,——,"为了保证基金的平稳运作,保护基金份额持有人的利益。",货币式基金,万家基金管理有限公司,,,,,,,
519513.OF,万家日日薪货币R,暂停大额申购,2018-04-19,——,2019-01-09,——,300.0000,——,2018-03-30,——,"为了保证基金的平稳运作,保护基金份额持有人的利益。",货币式基金,万家基金管理有限公司,,,,,,,
519516.OF,浦银安盛货币E,暂停大额申购,2018-04-11,——,2020-04-08,——,100.0000,——,2018-04-11,——,"保护现有基金份额持有人的利益,加强基金投资运作的稳定性。",货币式基金,浦银安盛基金管理有限公司,,,,,,,
519566.OF,浦银安盛日日盈货币A,暂停大额申购,2020-04-08,——,2020-04-08,——,500.0000,——,2020-04-08,——,"保护现有基金份额持有人的利益,加强基金投资运作的稳定性。",货币式基金,浦银安盛基金管理有限公司,,,,,,,
519567.OF,浦银安盛日日盈货币B,暂停大额申购,2020-04-08,——,2020-04-08,——,500.0000,——,2020-04-08,——,"保护现有基金份额持有人的利益,加强基金投资运作的稳定性。",货币式基金,浦银安盛基金管理有限公司,,,,,,,
519568.OF,浦银安盛日日盈货币D,暂停大额申购,2020-04-08,——,2020-04-08,——,500.0000,——,2020-04-08,——,"保护现有基金份额持有人的利益,加强基金投资运作的稳定性。",货币式基金,浦银安盛基金管理有限公司,,,,,,,
519601.OF,海富通中国海外混合(QDII),暂停大额申购,2020-03-31,——,2020-03-31,——,1.0000,——,2020-03-30,——,"为了保证基金的平稳运作,保护基金持有人的利益",QDII,海富通基金管理有限公司,,,,,,,
519602.OF,海富通大中华混合(QDII),暂停大额申购,2020-03-31,——,2020-03-31,——,1.0000,——,2020-03-30,——,"为了保证基金的平稳运作,保护基金持有人的利益",QDII,海富通基金管理有限公司,,,,,,,
519610.OF,银河旺利混合A,暂停大额申购,2017-02-08,——,2017-02-08,——,5.0000,——,2017-02-08,——,"为维护现有基金份额持有人利益,保护基金的平稳运行",偏股混合型基金,银河基金管理有限公司,,,,,,,
519611.OF,银河旺利混合C,暂停大额申购,2017-02-08,——,2017-02-08,——,5.0000,——,2017-02-08,——,"为维护现有基金份额持有人利益,保护基金的平稳运行",偏股混合型基金,银河基金管理有限公司,,,,,,,
519616.OF,银河君信混合A,暂停大额申购,2016-12-16,——,2016-12-16,——,5.0000,——,2016-12-15,——,"为维护现有基金份额持有人利益,保护基金的平稳运行",偏股混合型基金,银河基金管理有限公司,,,,,,,
519617.OF,银河君信混合C,暂停大额申购,2016-12-16,——,2016-12-16,——,5.0000,——,2016-12-15,——,"为维护现有基金份额持有人利益,保护基金的平稳运行",偏股混合型基金,银河基金管理有限公司,,,,,,,
519622.OF,银河君怡债券,暂停大额申购,2017-02-28,——,2017-02-28,——,1.0000,——,2017-02-28,——,"为维护现有基金份额持有人利益,保护基金的平稳运行",长期纯债型基金,银河基金管理有限公司,,,,,,,
519625.OF,银河君盛混合A,暂停大额申购,2017-06-14,——,2017-06-14,——,5.0000,——,2017-06-14,——,"为维护现有基金份额持有人利益,保护基金的平稳运行。",偏股混合型基金,银河基金管理有限公司,,,,,,,
519626.OF,银河君盛混合C,暂停大额申购,2017-06-14,——,2017-06-14,——,5.0000,——,2017-06-14,——,"为维护现有基金份额持有人利益,保护基金的平稳运行。",偏股混合型基金,银河基金管理有限公司,,,,,,,
519627.OF,银河君润混合A,暂停大额申购,2017-03-31,——,2019-10-31,——,1.0000,——,2017-03-03,——,"为维护现有基金份额持有人利益, 保护基金的平稳运行",偏股混合型基金,银河基金管理有限公司,,,,,,,
519628.OF,银河君润混合C,暂停大额申购,2017-03-31,——,2019-10-31,——,1.0000,——,2017-03-03,——,"为维护现有基金份额持有人利益, 保护基金的平稳运行",偏股混合型基金,银河基金管理有限公司,,,,,,,
519640.OF,银河鸿利混合A,暂停大额申购,2017-02-08,——,2017-02-08,——,5.0000,——,2017-02-08,——,"为维护现有基金份额持有人利益,保护基金的平稳运行",偏股混合型基金,银河基金管理有限公司,,,,,,,
519641.OF,银河鸿利混合C,暂停大额申购,2017-02-08,——,2017-02-08,——,5.0000,——,2017-02-08,——,"为维护现有基金份额持有人利益,保护基金的平稳运行",偏股混合型基金,银河基金管理有限公司,,,,,,,
519654.OF,银河丰利纯债债券,暂停大额申购,2019-05-09,——,2019-05-09,——,500.0000,——,2019-05-09,——,"为维护现有基金份额持有人利益,保护基金的平稳运行",长期纯债型基金,银河基金管理有限公司,,,,,,,
519674.OF,银河创新成长混合,暂停大额申购,2020-02-13,——,2020-03-26,——,100.0000,——,2020-02-13,——,"为维护现有基金份额持有人利益,保护基金的平稳运行",偏股混合型基金,银河基金管理有限公司,,,,,,,
519688.OF,交银精选混合,暂停大额申购,2019-07-03,——,2019-11-25,——,10.0000,——,2019-07-02,——,"为保护现有基金份额持有人的利益,稳定基金规模,追求平稳运作",偏股混合型基金,交银施罗德基金管理有限公司,,,,,,,
519697.OF,交银优势行业混合,暂停大额申购,2018-07-12,——,2019-08-23,——,100.0000,——,2018-07-12,——,"为保护现有基金份额持有人的利益,稳定基金规模,追求平稳运作。",平衡混合型基金,交银施罗德基金管理有限公司,,,,,,,
519712.OF,交银阿尔法核心混合,暂停大额申购,2020-03-10,——,2020-03-10,——,100.0000,——,2020-03-09,——,"为保护现有基金份额持有人的利益,稳定基金规模,追求平稳运作",偏股混合型基金,交银施罗德基金管理有限公司,,,,,,,
519721.OF,交银理财60天债券A,暂停大额申购,2019-08-21,——,2019-08-21,——,1.0000,——,2019-08-21,——,追求基金平稳运作,中短期纯债型基金,交银施罗德基金管理有限公司,,,,,,,
519722.OF,交银理财60天债券B,暂停大额申购,2019-08-21,——,2019-08-21,——,1.0000,——,2019-08-21,——,追求基金平稳运作,中短期纯债型基金,交银施罗德基金管理有限公司,,,,,,,
519727.OF,交银成长30混合,暂停大额申购,2020-01-20,——,2020-03-09,——,100.0000,——,2020-01-18,——,"为保护现有基金份额持有人的利益,稳定基金规模,追求平稳运作",偏股混合型基金,交银施罗德基金管理有限公司,,,,,,,
519732.OF,交银定期支付双息平衡混合,暂停大额申购,2019-12-24,——,2020-01-10,——,10.0000,——,2019-12-23,——,"为保护现有基金份额持有人的利益,稳定基金规模,追求平稳运作",平衡混合型基金,交银施罗德基金管理有限公司,,,,,,,
519736.OF,交银新成长混合,暂停大额申购,2019-11-22,——,2019-11-29,——,10.0000,——,2019-11-22,——,"为保护现有基金份额持有人的利益,稳定基金规模,追求平稳运作",偏股混合型基金,交银施罗德基金管理有限公司,,,,,,,
519738.OF,交银周期回报灵活配置混合A,暂停大额申购,2019-08-01,——,2020-01-02,——,100.0000,——,2019-07-31,——,"为保护现有基金份额持有人的利益,稳定基金规模,追求平稳运作",偏股混合型基金,交银施罗德基金管理有限公司,,,,,,,
519752.OF,交银新回报灵活配置混合A,暂停大额申购,2019-07-08,——,2020-01-02,——,30.0000,——,2019-07-06,——,"为保护现有基金份额持有人的利益,稳定基金规模,追求平稳运作。",偏股混合型基金,交银施罗德基金管理有限公司,,,,,,,
519755.OF,交银多策略回报灵活配置混合A,暂停大额申购,2019-07-10,——,2020-01-02,——,30.0000,——,2019-07-09,——,"为保护现有基金份额持有人的利益,稳定基金规模,追求平稳运作",偏股混合型基金,交银施罗德基金管理有限公司,,,,,,,
519759.OF,交银周期回报灵活配置混合C,暂停大额申购,2019-08-01,——,2020-01-02,——,100.0000,——,2019-07-31,——,"为保护现有基金份额持有人的利益,稳定基金规模,追求平稳运作",偏股混合型基金,交银施罗德基金管理有限公司,,,,,,,
519760.OF,交银新回报灵活配置混合C,暂停大额申购,2019-07-08,——,2020-01-02,——,30.0000,——,2019-07-06,——,"为保护现有基金份额持有人的利益,稳定基金规模,追求平稳运作。",偏股混合型基金,交银施罗德基金管理有限公司,,,,,,,
519761.OF,交银多策略回报灵活配置混合C,暂停大额申购,2019-07-10,——,2020-01-02,——,30.0000,——,2019-07-09,——,"为保护现有基金份额持有人的利益,稳定基金规模,追求平稳运作",偏股混合型基金,交银施罗德基金管理有限公司,,,,,,,
519768.OF,交银优选回报灵活配置混合A,暂停大额申购,2019-10-08,——,2019-10-08,——,1.0000,——,2019-10-08,——,"旨在稳定基金规模,追求平稳运作",偏股混合型基金,交银施罗德基金管理有限公司,,,,,,,
519769.OF,交银优选回报灵活配置混合C,暂停大额申购,2019-10-08,——,2019-10-08,——,1.0000,——,2019-10-08,——,"旨在稳定基金规模,追求平稳运作",偏股混合型基金,交银施罗德基金管理有限公司,,,,,,,
519770.OF,交银优择回报灵活配置混合A,暂停大额申购,2019-10-08,——,2019-10-08,——,1.0000,——,2019-10-08,——,"旨在稳定基金规模,追求平稳运作",偏股混合型基金,交银施罗德基金管理有限公司,,,,,,,
519771.OF,交银优择回报灵活配置混合C,暂停大额申购,2019-10-08,——,2019-10-08,——,1.0000,——,2019-10-08,——,"旨在稳定基金规模,追求平稳运作",偏股混合型基金,交银施罗德基金管理有限公司,,,,,,,
519772.OF,交银新生活力灵活配置混合,暂停大额申购,2019-12-24,——,2020-04-03,——,10.0000,——,2019-12-23,——,"为保护现有基金份额持有人的利益,稳定基金规模,追求平稳运作",偏股混合型基金,交银施罗德基金管理有限公司,,,,,,,
519773.OF,交银数据产业灵活配置混合,暂停大额申购,2020-02-11,——,2020-02-11,——,"1,000.0000",——,2020-02-11,——,"为保护现有基金份额持有人的利益,稳定基金规模,追求平稳运作",偏股混合型基金,交银施罗德基金管理有限公司,,,,,,,
519778.OF,交银经济新动力混合,暂停大额申购,2020-02-24,——,2020-02-24,——,10.0000,——,2020-02-22,——,"为保护现有基金份额持有人的利益,稳定基金规模,追求平稳运作",偏股混合型基金,交银施罗德基金管理有限公司,,,,,,,
519782.OF,交银裕隆纯债债券A,暂停大额申购,2019-10-08,——,2019-10-08,——,1.0000,——,2019-10-08,——,"旨在稳定基金规模,追求平稳运作",长期纯债型基金,交银施罗德基金管理有限公司,,,,,,,
519783.OF,交银裕隆纯债债券C,暂停大额申购,2019-10-08,——,2019-10-08,——,1.0000,——,2019-10-08,——,"旨在稳定基金规模,追求平稳运作",长期纯债型基金,交银施罗德基金管理有限公司,,,,,,,
519784.OF,交银境尚收益债券A,暂停大额申购,2020-03-24,——,2020-03-24,——,1.0000,——,2020-03-23,——,"为保护现有基金份额持有人的利益,稳定基金规模,追求平稳运作",长期纯债型基金,交银施罗德基金管理有限公司,,,,,,,
519785.OF,交银境尚收益债券C,暂停大额申购,2020-03-24,——,2020-03-24,——,1.0000,——,2020-03-23,——,"为保护现有基金份额持有人的利益,稳定基金规模,追求平稳运作",长期纯债型基金,交银施罗德基金管理有限公司,,,,,,,
519786.OF,交银裕利纯债债券A,暂停大额申购,2017-07-21,——,2017-07-21,——,5.0000,——,2017-07-21,——," 旨在稳定基金规模,追求平稳运作",长期纯债型基金,交银施罗德基金管理有限公司,,,,,,,
519787.OF,交银裕利纯债债券C,暂停大额申购,2017-07-21,——,2017-07-21,——,5.0000,——,2017-07-21,——," 旨在稳定基金规模,追求平稳运作",长期纯债型基金,交银施罗德基金管理有限公司,,,,,,,
519937.OF,长信先锐混合A,暂停大额申购,2020-02-14,——,2020-02-14,——,100.0000,——,2020-02-12,——,"为保护基金份额持有人的利益,根据《长信先锐混合型证券投资基金基金合同》的有关规定,暂停长信先锐混合100万以上的大额申购(含转换转入、定期定额投资)业务。",偏债混合型基金,长信基金管理有限责任公司,,,,,,,
519949.OF,长信利信混合A,暂停大额申购,2016-11-23,——,2019-07-12,——,1.0000,——,2016-11-21,——,"为保护基金份额持有人的利益,根据《长信利信灵活配置混合型证券投资基金基金合同》的有关规定,暂停本基金100万以上的大额申购(含转换转入、定期定额投资)业务。",偏股混合型基金,长信基金管理有限责任公司,,,,,,,
519951.OF,长信利泰灵活配置混合A,暂停大额申购,2019-05-17,——,2019-07-12,——,1.0000,——,2019-05-15,——,"为保护基金份额持有人的利益,根据《长信利泰灵活配置混合型证券投资基金基金合同》的有关规定,暂停本基金100万以上的大额申购(含转换转入、定期定额投资)业务。",偏股混合型基金,长信基金管理有限责任公司,,,,,,,
519962.OF,长信利盈混合C,暂停大额申购,2018-05-11,——,2019-03-27,——,500.0000,——,2018-05-09,——,"为保护基金份额持有人的利益,根据《长信利盈灵活配置混合型证券投资基金基金合同》的有关规定,暂停长信利盈混合A和长信利盈混合C的大额申购(含转换转入、定期定额投资)业务。",偏股混合型基金,长信基金管理有限责任公司,,,,,,,
519963.OF,长信利盈混合A,暂停大额申购,2018-05-11,——,2019-03-27,——,500.0000,——,2018-05-09,——,"为保护基金份额持有人的利益,根据《长信利盈灵活配置混合型证券投资基金基金合同》的有关规定,暂停长信利盈混合A和长信利盈混合C的大额申购(含转换转入、定期定额投资)业务。",偏股混合型基金,长信基金管理有限责任公司,,,,,,,
519969.OF,长信新利灵活配置混合,暂停大额申购,2019-05-17,——,2019-07-12,——,1.0000,——,2019-05-15,——,"为保护基金份额持有人的利益,根据《长信新利灵活配置混合型证券投资基金基金合同》的有关规定,暂停本基金100万以上的大额申购(含转换转入、定期定额投资)业务。",偏股混合型基金,长信基金管理有限责任公司,,,,,,,
519971.OF,长信改革红利混合,暂停大额申购,2019-06-17,——,2019-07-12,——,1.0000,——,2019-06-13,——,"为保护基金份额持有人的利益,根据《长信改革红利灵活配置混合型基金基金合同》的有关规定,暂停本基金100万以上的大额申购(含转换转入、定期定额投资)业务。",偏股混合型基金,长信基金管理有限责任公司,,,,,,,
519976.OF,长信可转债债券C,暂停大额申购,2020-03-31,——,2020-03-31,——,500.0000,——,2020-03-28,——,"为保护基金份额持有人的利益,根据《长信可转债债券型证券投资基金基金合同》的有关规定,暂停长信可转债债券C500万以上的大额申购(含转换转入、定期定额投资)业务。",混合债券型基金（二级）,长信基金管理有限责任公司,,,,,,,
